auc,ap,sensitivity,specificity,f1,brier,tn,fp,fn,tp,fold,youden_threshold,sensitivity_05,specificity_05,f1_05
0.8359600406940217,0.371939056243026,0.754592623755434,0.773793154250356,0.3478682483757313,0.15855888564891032,63027,18425,1750,5381,1,0.504900935245667,0.763006590940962,0.7647571575897462,0.34292377020767023
0.8361382154603524,0.36860632558977263,0.7596410040667508,0.7764081913274076,0.35221066319895966,0.15703901102758736,63240,18212,1714,5417,2,0.518657369820272,0.7649698499509185,0.7698276285419634,0.3481840811897619
0.8388065739409729,0.37620245665261104,0.7853337072349972,0.7504634688340229,0.3388589751346119,0.15748480103593518,61126,20325,1531,5601,3,0.4876649094289125,0.7682277061132922,0.7652208076021166,0.345307871683368
0.8404855730203117,0.37127854314253683,0.7763287056513813,0.7616235528108924,0.34510488420658914,0.15631083229946693,62035,19416,1595,5536,4,0.49232727726974695,0.7735240499228719,0.7630968312236805,0.3453651817299565
0.8361320785247615,0.37526738200417364,0.7360818959472725,0.7926483407201876,0.3586729987358639,0.15781131968675038,64562,16889,1882,5249,5,0.5538695353565565,0.7589398401346235,0.7667309179752244,0.34315061978885963
